Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SNPS,SNPS,SNPS,SNPS,SNPS,SNPS
Date,,,,,,
2021-09-10,332.489990234375,332.489990234375,336.7799987792969,332.0799865722656,335.5799865722656,491600
2021-09-13,331.5899963378906,331.5899963378906,336.5299987792969,327.5199890136719,334.489990234375,534700
2021-09-14,332.5899963378906,332.5899963378906,334.07000732421875,330.3999938964844,332.75,613800
2021-09-15,336.0899963378906,336.0899963378906,336.6400146484375,331.739990234375,333.0,587100
2021-09-16,335.3800048828125,335.3800048828125,336.8500061035156,333.20001220703125,335.5,738600
2021-09-17,325.5400085449219,325.5400085449219,331.3299865722656,319.8299865722656,329.05999755859375,2041600
2021-09-20,321.29998779296875,321.29998779296875,324.0,317.44000244140625,321.6700134277344,909800
2021-09-21,317.8999938964844,317.8999938964844,323.6099853515625,317.70001220703125,323.3599853515625,933900
2021-09-22,320.5199890136719,320.5199890136719,321.9200134277344,314.0299987792969,319.0,840600
2021-09-23,322.8800048828125,322.8800048828125,324.7900085449219,320.4700012207031,322.4599914550781,441600
2021-09-24,321.94000244140625,321.94000244140625,322.5899963378906,318.19000244140625,320.5899963378906,370100
2021-09-27,313.3999938964844,313.3999938964844,318.95001220703125,312.3800048828125,318.07000732421875,610600
2021-09-28,301.92999267578125,301.92999267578125,308.9599914550781,299.6400146484375,307.3599853515625,1005900
2021-09-29,302.6199951171875,302.6199951171875,305.5899963378906,301.1499938964844,303.2200012207031,682000
2021-09-30,299.4100036621094,299.4100036621094,306.7300109863281,298.30999755859375,305.0,721200
2021-10-01,302.489990234375,302.489990234375,303.95001220703125,295.8500061035156,299.4100036621094,623400
2021-10-04,289.25,289.25,300.3500061035156,287.0199890136719,299.45001220703125,893900
2021-10-05,293.3500061035156,293.3500061035156,295.3399963378906,289.3599853515625,291.30999755859375,714500
2021-10-06,294.57000732421875,294.57000732421875,294.8299865722656,288.82000732421875,290.0,707700
2021-10-07,298.3699951171875,298.3699951171875,302.1000061035156,297.29998779296875,298.239990234375,760500
2021-10-08,291.6600036621094,291.6600036621094,299.2900085449219,291.010009765625,299.1499938964844,635000
2021-10-11,288.739990234375,288.739990234375,293.760009765625,288.5299987792969,290.6300048828125,356400
2021-10-12,292.0400085449219,292.0400085449219,295.0,290.4599914550781,291.3500061035156,576400
2021-10-13,296.29998779296875,296.29998779296875,299.4800109863281,295.3900146484375,295.79998779296875,616200
2021-10-14,304.8299865722656,304.8299865722656,306.2300109863281,300.5400085449219,301.1300048828125,598900
2021-10-15,306.260009765625,306.260009765625,306.6600036621094,304.1400146484375,305.6300048828125,418500
2021-10-18,307.2200012207031,307.2200012207031,307.4599914550781,303.8999938964844,305.20001220703125,420200
2021-10-19,311.0,311.0,312.0199890136719,307.25,308.30999755859375,513400
2021-10-20,315.5,315.5,316.44000244140625,312.67999267578125,314.0,562800
2021-10-21,321.010009765625,321.010009765625,322.2099914550781,314.2099914550781,315.70001220703125,625500
2021-10-22,321.1199951171875,321.1199951171875,326.94000244140625,320.5,322.5899963378906,520200
2021-10-25,324.0,324.0,325.4200134277344,321.1300048828125,321.5,427900
2021-10-26,328.0299987792969,328.0299987792969,332.3999938964844,325.54998779296875,326.0,665500
2021-10-27,319.1300048828125,319.1300048828125,328.55999755859375,318.8599853515625,327.4700012207031,822500
2021-10-28,326.7799987792969,326.7799987792969,327.0799865722656,320.54998779296875,320.54998779296875,554100
2021-10-29,333.17999267578125,333.17999267578125,333.6400146484375,325.3900146484375,325.6300048828125,578500
2021-11-01,329.8399963378906,329.8399963378906,335.7300109863281,329.29998779296875,333.45001220703125,547700
2021-11-02,333.19000244140625,333.19000244140625,334.6000061035156,329.8299865722656,330.9100036621094,532300
2021-11-03,333.4100036621094,333.4100036621094,334.0400085449219,328.2699890136719,333.29998779296875,460600
2021-11-04,341.7200012207031,341.7200012207031,341.8500061035156,331.3800048828125,333.8399963378906,634200
2021-11-05,340.75,340.75,345.1199951171875,340.510009765625,343.3699951171875,515700
2021-11-08,342.9100036621094,342.9100036621094,344.1199951171875,338.6099853515625,341.739990234375,370400
2021-11-09,348.260009765625,348.260009765625,348.3900146484375,341.9100036621094,343.4800109863281,703600
2021-11-10,337.6600036621094,337.6600036621094,348.8500061035156,337.0199890136719,347.0299987792969,562100
2021-11-11,340.3599853515625,340.3599853515625,344.0199890136719,339.30999755859375,341.17999267578125,391800
2021-11-12,347.010009765625,347.010009765625,347.0899963378906,340.3399963378906,341.2099914550781,803100
2021-11-15,345.75,345.75,349.3599853515625,343.32000732421875,349.3599853515625,459100
2021-11-16,353.4599914550781,353.4599914550781,354.6300048828125,344.4800109863281,344.92999267578125,433700
2021-11-17,353.9200134277344,353.9200134277344,356.0400085449219,350.6700134277344,355.0,348400
2021-11-18,352.0899963378906,352.0899963378906,355.010009765625,350.2200012207031,355.0,401500
2021-11-19,357.95001220703125,357.95001220703125,359.6400146484375,354.95001220703125,355.25,572000
2021-11-22,347.9700012207031,347.9700012207031,361.2200012207031,347.5400085449219,360.0,632700
2021-11-23,344.6600036621094,344.6600036621094,351.8699951171875,339.0,346.7699890136719,621100
